pm25Grade1h,pm10Value24,so2Value,pm10Grade1h,pm10Value,o3Grade,pm25Flag,khaiGrade,pm25Value,no2Flag,mangName,stationName,no2Value,so2Grade,stationCode,coFlag,khaiValue,coValue,pm10Flag,sidoName,pm25Value24,no2Grade,o3Flag,pm25Grade,so2Flag,coGrade,dataTime,pm10Grade,o3Value
2.0,24,0.001,1.0,23,1.0,,1.0,16,,도로변대기,중부대로(구갈동),0.008,1.0,131414,,46,0.5,,경기,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,22,0.001,1.0,21,1.0,,1.0,10,,도시대기,모현읍,0.008,1.0,131415,,43,0.5,,경기,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.014
2.0,23,0.001,1.0,21,1.0,,2.0,17,,도시대기,이동읍,0.009,1.0,131416,,51,0.5,,경기,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.02
1.0,22,0.001,1.0,22,1.0,,1.0,9,,도시대기,백암면,0.008,1.0,131417,,47,0.3,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.012
1.0,21,0.002,1.0,12,1.0,,1.0,10,,교외대기,설성면,0.006,1.0,131441,,47,0.4,,경기,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.011
1.0,24,0.003,1.0,23,1.0,,2.0,15,,도시대기,창전동,0.008,1.0,131442,,56,0.2,,경기,18,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.025
2.0,30,0.003,1.0,26,1.0,,2.0,17,,도시대기,장호원읍,0.006,1.0,131443,,59,0.2,,경기,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.025
2.0,27,0.007,1.0,24,1.0,,2.0,19,,도시대기,부발읍,0.011,1.0,131444,,56,0.3,,경기,18,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.024
1.0,25,0.002,1.0,17,1.0,,2.0,8,,교외대기,관인면,0.005,1.0,131451,,61,0.3,,경기,20,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.006
1.0,31,0.002,1.0,28,1.0,,2.0,12,,도시대기,선단동,0.005,1.0,131453,,51,0.2,,경기,15,1.0,,1.0,,1.0,2025-07-07 01:00,2.0,0.02
2.0,38,0.002,2.0,39,1.0,,2.0,25,,도시대기,일동면,0.006,1.0,131454,,77,0.3,,경기,26,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.011
2.0,52,0.002,2.0,47,1.0,,2.0,24,,도시대기,중앙로,0.009,1.0,132112,,72,0.2,,강원,21,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.018
,,,,,,,,,,도시대기,석사동,,,132113,,,,,강원,,,,,,,,,
1.0,22,0.001,1.0,24,1.0,,1.0,10,,도시대기,신사우동,0.007,1.0,132118,,47,0.0,,강원,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.011
,-,0.002,,-,1.0,통신장애,,-,,도로변대기,온의동,0.005,1.0,132119,,-,0.4,통신장애,강원,-,1.0,,,,1.0,2025-07-07 01:00,,0.009
2.0,40,0.001,2.0,43,1.0,,2.0,19,,교외대기,방산면,0.005,1.0,132401,,66,0.5,,강원,22,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.002
,22,0.002,1.0,20,1.0,통신장애,2.0,-,,도시대기,양구읍,0.006,1.0,132402,,51,0.4,,강원,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.001
2.0,40,0.002,2.0,41,1.0,,2.0,24,,항만,동해항,0.020,1.0,132901,,60,0.4,,강원,17,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.022
2.0,30,0.002,2.0,39,1.0,,2.0,26,,항만,묵호항,0.010,1.0,132902,,59,0.5,,강원,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.02
1.0,28,0.002,1.0,27,2.0,,2.0,13,,항만,호산항,0.007,1.0,132903,,53,0.3,,강원,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.033
2.0,28,0.002,1.0,30,2.0,,2.0,26,,항만,삼척항,0.008,1.0,132904,,77,0.4,,강원,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.062
2.0,26,0.002,1.0,30,2.0,,2.0,27,,항만,옥계항,0.005,1.0,132905,,81,0.2,,강원,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.067
2.0,34,0.001,1.0,25,1.0,,2.0,23,,교외대기,철원(DMZ),0.005,1.0,132991,,66,0.5,,강원,22,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.029
2.0,36,0.001,2.0,43,2.0,,2.0,18,,교외대기,화천(DMZ),0.004,1.0,132992,,64,0.4,,강원,19,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.046
2.0,44,0.001,2.0,48,1.0,,2.0,32,,교외대기,인제(DMZ),0.014,1.0,132993,,79,0.4,,강원,27,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.03
,-,-,,-,2.0,통신장애,,-,통신장애,교외대기,고성(DMZ),-,,132994,,-,0.0,통신장애,강원,-,,,,통신장애,1.0,2025-07-07 01:00,,0.072
2.0,46,0.001,2.0,47,1.0,,2.0,28,,도시대기,중앙동(강원),0.013,1.0,632121,,74,0.2,,강원,25,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.01
2.0,44,0.002,2.0,42,1.0,,2.0,25,,도시대기,반곡동(명륜동),0.009,1.0,632122,,66,0.1,,강원,22,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.012
3.0,61,0.001,3.0,84,1.0,,3.0,55,,도시대기,문막읍,0.008,1.0,632124,,120,0.2,,강원,41,1.0,,3.0,,1.0,2025-07-07 01:00,2.0,0.012
,39,0.002,2.0,40,1.0,통신장애,,-,,도시대기,지정면,0.009,1.0,632126,,-,0.2,,강원,-,1.0,,,,1.0,2025-07-07 01:00,2.0,0.01
2.0,24,0.002,1.0,30,2.0,,2.0,18,,도시대기,주문진읍,0.005,1.0,632131,,60,0.4,,강원,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.041
2.0,36,0.002,2.0,37,2.0,,2.0,23,,도시대기,옥천동,0.003,1.0,632132,,90,0.3,,강원,22,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.077
2.0,26,0.001,1.0,27,2.0,,2.0,16,,도시대기,초당동,0.004,1.0,632133,,81,0.2,,강원,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.067
1.0,17,0.001,1.0,20,2.0,,2.0,15,,도시대기,천곡동,0.009,1.0,632151,,60,0.4,,강원,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.041
2.0,20,0.001,1.0,24,2.0,,2.0,23,,도시대기,남양동1,0.003,1.0,632161,,83,0.3,,강원,20,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.069
1.0,21,0.002,1.0,20,1.0,,1.0,15,,도시대기,평창읍,0.007,1.0,632171,,50,0.2,,강원,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.009
2.0,30,0.002,2.0,33,1.0,,2.0,34,,교외대기,북평면,0.007,1.0,632371,,79,0.3,,강원,27,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.023
2.0,25,0.002,1.0,27,1.0,,2.0,17,,도시대기,정선읍,0.005,1.0,632372,,59,0.4,,강원,19,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.02
3.0,46,0.001,2.0,51,2.0,,2.0,36,,교외대기,간성읍,0.004,1.0,632421,,98,0.4,,강원,26,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.088
1.0,33,0.002,1.0,20,1.0,,2.0,10,,교외대기,치악산,0.009,1.0,632431,,59,0.4,,강원,19,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.006
1.0,24,0.001,1.0,25,1.0,,1.0,15,,도시대기,횡성읍,0.006,1.0,632432,,50,0.5,,강원,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.006
2.0,32,0.002,2.0,41,2.0,,2.0,22,,도시대기,상리,0.004,1.0,632441,,63,0.6,,강원,17,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.044
2.0,25,0.001,1.0,24,2.0,,2.0,19,,도시대기,양양읍,0.003,1.0,632451,,87,0.3,,강원,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.074
2.0,35,0.003,2.0,40,2.0,,2.0,27,,도시대기,금호동,0.008,1.0,632461,,69,0.3,,강원,23,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.047
2.0,37,0.002,2.0,31,1.0,,2.0,20,,도시대기,갈말읍,0.006,1.0,632472,,66,0.3,,강원,22,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.01
2.0,25,0.002,1.0,24,1.0,,2.0,19,,도시대기,홍천읍,0.007,1.0,632481,,64,0.3,,강원,21,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.027
2.0,-,0.002,,-,1.0,,,18,,도시대기,영월읍,0.005,1.0,632491,,-,0.3,통신장애,강원,16,1.0,,2.0,,1.0,2025-07-07 01:00,,0.012
1.0,36,0.002,2.0,41,1.0,,2.0,9,,도시대기,화천읍,0.004,1.0,632501,,56,0.4,,강원,16,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.001
,,,,,,,,,,도시대기,황지동,,,632511,,,,,강원,,,,,,,,,
1.0,22,0.001,1.0,14,1.0,,1.0,13,,도시대기,인제읍,0.007,1.0,632521,,50,0.3,,강원,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.016
1.0,20,0.001,1.0,17,1.0,,1.0,6,,도시대기,우천면,0.005,1.0,632532,,33,0.4,,강원,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.006
1.0,21,0.002,1.0,13,1.0,,1.0,6.0,,도시대기,봉명동,0.004,1.0,533112,,42,0.3,,충북,10.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.025
1.0,12,0.002,1.0,8,1.0,,1.0,7.0,,도시대기,사천동,0.004,1.0,533113,,46,0.2,,충북,10.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,16,0.002,1.0,12,1.0,,1.0,6.0,,도시대기,용담동,0.005,1.0,533114,,40,0.2,,충북,8.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.024
1.0,21,0.002,1.0,21,1.0,,1.0,13.0,,도시대기,용암동,0.01,1.0,533115,,43,0.4,,충북,13.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.015
1.0,19,0.002,1.0,15,1.0,,1.0,6.0,,도로변대기,복대동,0.005,1.0,533116,,44,0.2,,충북,11.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.026
1.0,21,0.002,1.0,21,2.0,,2.0,15.0,,도시대기,호암동,0.005,1.0,633122,,61,0.4,,충북,20.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.035
2.0,24,0.002,1.0,24,1.0,,2.0,19.0,,도시대기,칠금동,0.007,1.0,633123,,56,0.3,,충북,18.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.028
2.0,32,0.002,2.0,38,1.0,,2.0,21.0,,도시대기,중앙탑면,0.008,1.0,633124,,56,0.5,,충북,18.0,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.021
2.0,33,0.002,2.0,32,1.0,,2.0,19.0,,도시대기,살미면,0.01,1.0,633125,,56,0.4,,충북,18.0,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.004
2.0,27,0.002,1.0,26,1.0,,2.0,20.0,,도시대기,장락동,0.007,1.0,633131,,54,0.3,,충북,17.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.011
1.0,25,0.002,1.0,25,1.0,,2.0,15.0,,도시대기,영천동,0.007,1.0,633132,,56,0.3,,충북,18.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.011
2.0,15,0.002,1.0,15,1.0,,1.0,16.0,,도시대기,청풍면,0.003,1.0,633133,,47,0.3,,충북,14.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.018
2.0,17,0.002,1.0,13,1.0,,1.0,16.0,,도시대기,송학면,0.008,1.0,633134,,47,0.3,,충북,14.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.01
1.0,18,0.001,1.0,11,1.0,,1.0,8.0,,도시대기,오창읍,0.004,1.0,633211,,44,0.3,,충북,11.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.026
1.0,19,0.002,1.0,16,1.0,,1.0,6.0,,도시대기,산남동,0.004,1.0,633213,,46,0.2,,충북,13.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,19,0.002,1.0,19,2.0,,2.0,10.0,,도시대기,오송읍,0.003,1.0,633214,,54,0.3,,충북,13.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.033
1.0,22,0.002,1.0,22,1.0,,2.0,15.0,,도시대기,가덕면,0.006,1.0,633215,,56,0.3,,충북,18.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.01
2.0,30,0.002,1.0,29,1.0,,2.0,20.0,,도시대기,매포읍,0.005,1.0,633311,,64,0.3,,충북,21.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.015
2.0,36,0.002,2.0,39,1.0,,2.0,31.0,,도시대기,단성면,0.002,1.0,633312,,74,0.3,,충북,25.0,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.018
2.0,32,0.003,1.0,29,1.0,,2.0,25.0,,도시대기,단양읍,0.008,1.0,633313,,74,0.6,,충북,25.0,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.015
1.0,18,0.001,1.0,15,1.0,,1.0,7.0,,교외대기,청천면,0.004,1.0,633361,,33,0.1,,충북,10.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.003
2.0,27,0.002,1.0,24,1.0,,2.0,20.0,,도시대기,괴산읍,0.005,1.0,633362,,66,0.3,,충북,22.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.022
2.0,24,0.002,1.0,19,2.0,,2.0,17.0,,도시대기,감물면,0.006,1.0,633363,,59,0.3,,충북,19.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.031
,,,,,,,,,,도시대기,진천읍,,,633411,,,,,충북,,,,,,,,,
1.0,22,0.002,1.0,18,2.0,,2.0,15.0,,도시대기,덕산읍,0.003,1.0,633412,,56,0.2,,충북,18.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.03
1.0,-,0.001,,-,1.0,,,10.0,,교외대기,금왕,0.004,1.0,633461,,-,0.0,통신장애,충북,12.0,1.0,,1.0,,1.0,2025-07-07 01:00,,0.026
2.0,21,0.002,1.0,18,1.0,,2.0,16.0,,도시대기,음성읍,0.006,1.0,633462,,51,0.3,,충북,16.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.028
1.0,20,0.002,1.0,17,1.0,,1.0,15.0,,도시대기,소이면,0.005,1.0,633463,,47,0.3,,충북,14.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.019
1.0,16,0.002,1.0,14,1.0,,1.0,14.0,,도시대기,영동읍,0.004,1.0,633471,,47,0.3,,충북,14.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.019
1.0,18,0.002,1.0,17,1.0,,1.0,10.0,,도시대기,황간면,0.009,1.0,633472,,40,0.3,,충북,12.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.011
2.0,24,0.002,1.0,21,1.0,,2.0,16.0,,도시대기,도안면,0.004,1.0,633481,,51,0.2,,충북,16.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,26,0.002,1.0,23,1.0,,2.0,14.0,,도시대기,증평읍,0.004,1.0,633482,,56,0.3,,충북,18.0,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.017
1.0,24,0.002,1.0,26,1.0,,1.0,12.0,,도시대기,보은읍,0.005,1.0,633491,,40,0.3,,충북,12.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.015
1.0,18,0.002,1.0,17,1.0,,1.0,10.0,,도시대기,옥천읍,0.005,1.0,634111,,46,0.3,,충북,11.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,19,0.003,1.0,16,1.0,,1.0,10,,도시대기,성황동,0.006,1.0,534111,,50,0.4,,충남,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.021
1.0,17,0.004,1.0,14,1.0,,1.0,5,,도시대기,백석동,0.003,1.0,534112,,43,0.3,,충남,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.026
,18,0.003,1.0,17,1.0,통신장애,1.0,-,,도로변대기,성성동,0.004,1.0,534114,,30,0.3,,충남,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.016
1.0,23,0.004,1.0,18,1.0,,2.0,15,,도시대기,성거읍,0.009,1.0,534115,,54,0.4,,충남,17,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.012
2.0,26,0.004,1.0,25,1.0,,2.0,18,,도시대기,신방동,0.009,1.0,534116,,51,0.2,,충남,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.016
1.0,12,0.001,1.0,9,1.0,,1.0,5,,교외대기,사곡면,0.004,1.0,534341,,27,0.4,,충남,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.015
1.0,18,0.003,1.0,19,,,,7,,도시대기,공주,0.003,1.0,534342,,-,0.3,,충남,10,1.0,통신장애,1.0,,1.0,2025-07-07 01:00,1.0,-
1.0,21,0.004,1.0,21,1.0,,1.0,14,,도시대기,탄천면,0.008,1.0,534343,,38,0.3,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,14,0.003,1.0,22,2.0,,2.0,4,,도시대기,부여읍,0.005,1.0,534411,,52,0.3,,충남,5,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.032
1.0,11,0.003,1.0,9,2.0,,2.0,8,,도시대기,독곶리,0.003,1.0,534421,,75,0.4,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.059
1.0,15,0.003,1.0,13,2.0,,2.0,6,,도시대기,동문동,0.004,1.0,534422,,70,0.3,,충남,5,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.054
1.0,18,0.003,1.0,20,2.0,,2.0,8,,도시대기,대산리,0.004,1.0,534423,,67,0.3,,충남,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.050
1.0,13,0.003,1.0,16,2.0,,2.0,8,,도시대기,성연면,0.004,1.0,534424,,70,0.3,,충남,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.054
1.0,22,0.003,1.0,23,2.0,,2.0,14,,도시대기,송산면,0.004,1.0,534433,,63,0.3,,충남,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.044
1.0,24,0.003,1.0,18,2.0,,2.0,8,,도시대기,당진시청사,0.004,1.0,534434,,65,0.3,,충남,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.047
1.0,21,0.003,1.0,22,2.0,,2.0,6,,도시대기,합덕읍,0.003,1.0,534435,,61,0.2,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.042
1.0,20,0.003,2.0,34,2.0,,2.0,13,,도로변대기,복운리,0.006,1.0,534436,,52,0.4,,충남,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.031
1.0,19,0.004,1.0,12,1.0,,1.0,6,,도시대기,모종동,0.004,1.0,534441,,46,0.2,,충남,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,22,0.003,1.0,12,1.0,,1.0,11,,도시대기,배방읍,0.004,1.0,534442,,43,0.4,,충남,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.021
1.0,12,0.003,1.0,10,2.0,,2.0,12,,도시대기,도고면,0.002,1.0,534443,,53,0.2,,충남,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.033
2.0,19,0.003,1.0,16,,,,23,,도시대기,둔포면,0.004,1.0,534444,,-,0.3,,충남,14,1.0,통신장애,1.0,,1.0,2025-07-07 01:00,1.0,-
1.0,20,0.004,1.0,17,2.0,,2.0,9,,도시대기,인주면,0.005,1.0,534445,,61,0.3,,충남,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.042
1.0,10,0.002,1.0,5,1.0,,1.0,6,,도로변대기,장재리,0.007,1.0,534446,,30,0.4,,충남,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.017
1.0,18,0.003,1.0,27,1.0,,1.0,5,,도시대기,송악면,0.003,1.0,534448,,42,0.2,,충남,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.025
1.0,14,0.003,1.0,16,1.0,,1.0,6,,도시대기,논산,0.005,1.0,534451,,41,0.3,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.024
1.0,19,0.002,1.0,19,2.0,,2.0,1,,도시대기,연무읍,0.003,1.0,534452,통신장애,52,-,,충남,7,1.0,,1.0,,,2025-07-07 01:00,1.0,0.031
1.0,12,0.003,1.0,18,1.0,,1.0,14,,도시대기,성동면,0.007,1.0,534453,,45,0.3,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.027
1.0,17,0.001,1.0,11,2.0,,2.0,11,,교외대기,파도리,0.002,1.0,534461,,54,0.1,,충남,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.034
1.0,12,0.003,1.0,21,2.0,,2.0,10,,도시대기,이원면,0.003,1.0,534462,,69,0.3,,충남,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.052
1.0,27,0.004,2.0,47,2.0,,2.0,11,,도시대기,태안읍,0.004,1.0,534463,,65,0.4,,충남,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.047
1.0,-,-,,-,,,1.0,5,통신장애,국가배경농도(도서),격렬비열도,-,,534464,통신장애,33,-,통신장애,충남,10,,통신장애,1.0,통신장애,,2025-07-07 01:00,,-
1.0,12,0.003,1.0,15,2.0,,2.0,12,,도시대기,원북면,0.004,1.0,534465,,68,0.3,,충남,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.051
1.0,9,0.004,1.0,8,2.0,,2.0,7,,도시대기,예산군,0.002,1.0,534471,,56,0.3,,충남,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.037
1.0,19,0.003,1.0,22,1.0,,1.0,15,,도시대기,삽교읍,0.003,1.0,534472,,47,0.3,,충남,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.028
2.0,21,0.005,1.0,28,2.0,,2.0,21,,도시대기,고덕면(충남),0.004,1.0,534473,,63,0.8,,충남,16,1.0,,2.0,,1.0,2025-07-07 01:00,1.0,0.044
1.0,18,0.004,1.0,22,2.0,,2.0,12,,도시대기,대천2동,0.003,1.0,534481,,71,0.3,,충남,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.055
1.0,16,0.002,1.0,18,2.0,,2.0,13,,도시대기,주교면,0.004,1.0,534482,,63,0.3,,충남,9,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.045
1.0,11,0.001,1.0,11,2.0,,2.0,8,,국가배경농도(도서),외연도,0.004,1.0,534484,,61,0.2,,충남,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.043
1.0,19,0.003,1.0,21,2.0,,2.0,15,,도시대기,홍성읍,0.003,1.0,534491,,69,0.3,,충남,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.053
2.0,18,0.002,1.0,26,2.0,,2.0,21,,도시대기,내포,0.004,1.0,534492,,69,0.5,,충남,14,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.052
1.0,20,0.003,1.0,19,1.0,,1.0,11,,도시대기,금산읍,0.005,1.0,534501,,43,0.3,,충남,13,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.013
1.0,17,0.004,1.0,19,1.0,,1.0,13,,도시대기,청양읍,0.005,1.0,534502,,40,0.3,,충남,12,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.014
1.0,13,0.002,1.0,10,1.0,,1.0,2,,도시대기,정산면,0.004,1.0,534503,,22,0.3,,충남,6,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.008
1.0,16,0.003,1.0,12,2.0,,2.0,9,,도시대기,엄사면,0.004,1.0,534510,,51,0.4,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.031
2.0,24,0.002,1.0,30,2.0,,2.0,18,,항만,평택당진항,0.006,1.0,534901,,52,0.6,,충남,15,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.031
2.0,19,0.002,1.0,22,2.0,,2.0,17,,항만,대산항,0.004,1.0,534902,,66,0.4,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.048
1.0,18,0.002,1.0,17,2.0,,2.0,12,,항만,장항항,0.004,1.0,534903,,66,0.2,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.048
2.0,16,0.001,1.0,15,1.0,,1.0,16,,항만,평택당진항(당진항),0.003,1.0,534904,,38,0.3,,충남,10,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.023
1.0,20,0.002,1.0,11,2.0,,2.0,13,,항만,태안항,0.003,1.0,534905,,64,0.1,,충남,11,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.046
2.0,47,0.001,2.0,56,2.0,,2.0,20,,항만,보령항,0.002,1.0,534906,,67,0.2,,충남,16,1.0,,2.0,,1.0,2025-07-07 01:00,2.0,0.044
1.0,16,0.003,1.0,14,2.0,,2.0,8,,도시대기,서천읍,0.005,1.0,735520,,60,0.3,,충남,7,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.041
1.0,14,0.003,1.0,15,,,,8,,도시대기,서면,0.003,1.0,735521,,-,0.3,,충남,8,1.0,통신장애,1.0,,1.0,2025-07-07 01:00,1.0,-
1.0,18,0.003,1.0,25,2.0,,2.0,5,,도시대기,장항읍,0.005,1.0,735522,,58,0.2,,충남,8,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.039
1.0,13.0,0.001,1.0,14.0,1.0,,1.0,7.0,,도시대기,노송동,0.005,1.0,335115,,42.0,0.3,,전북,7.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.025
1.0,20.0,0.002,1.0,21.0,1.0,,1.0,10.0,,도시대기,삼천동,0.004,1.0,735111,,48.0,0.3,,전북,11.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.029
1.0,14.0,0.002,1.0,10.0,1.0,,1.0,7.0,,도시대기,팔복동,0.003,1.0,735114,,32.0,0.1,,전북,7.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.019
1.0,18.0,0.003,1.0,18.0,2.0,,2.0,8.0,,도시대기,송천동,0.005,1.0,735115,,55.0,0.1,,전북,8.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.035
1.0,18.0,0.002,1.0,19.0,,,1.0,12.0,,도로변대기,서신동,0.004,1.0,735116,,50.0,0.2,,전북,15.0,1.0,통신장애,1.0,,1.0,2025-07-07 01:00,1.0,-
1.0,20.0,0.002,1.0,20.0,1.0,,1.0,3.0,,도시대기,혁신동,0.002,1.0,735117,,37.0,0.2,,전북,7.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.022
1.0,18.0,0.003,1.0,18.0,3.0,,3.0,10.0,,도시대기,여의동,0.003,1.0,735118,,133.0,0.2,,전북,11.0,1.0,,1.0,,1.0,2025-07-07 01:00,1.0,0.103
